2500.0  22  18
3000.0  19  14
3500.0  17  26
4000.0  24  11
4500.0  35  28
5000.0  31  26
20000.0 28  19
22500.0 34  35
25000.0 32  29
22500.0 30  21
30000.0 25  16
32500.0 23  17
35000.0 16  13
